Strain_Name,ID_strain,rep_ID,t_heat,n_dilu,V,non_detect,Nt_count,LogSt,LogSt_lim
RIMD 0366044,16,1,9,0,0.1,0,9,-6.388180171,-7.342422681
RIMD 0366044,16,2,9,0,0.1,0,27,-6.05999793,-7.491361694
RIMD 0366044,16,3,9,0,0.1,0,8,-6.615423953,-7.51851394
RIMD 0366044,16,1,11.25,0,0.05,1,0,,-7.041392685
RIMD 0366044,16,2,11.25,0,0.05,1,0,,-7.190331698
RIMD 0366044,16,3,11.25,0,0.05,1,0,,-7.217483944
RIMD 0366048,17,1,0,6,0.1,0,26,0,
RIMD 0366048,17,2,0,6,0.1,0,35,0,
RIMD 0366048,17,3,0,6,0.1,0,28,0,
RIMD 0366048,17,1,2.25,4,0.1,0,435,-0.776484091,
RIMD 0366048,17,2,2.25,4,0.1,0,720,-0.686735548,-3.544068044
RIMD 0366048,17,3,2.25,4,0.1,0,250,-1.049218023,-3.447158031
RIMD 0366048,17,1,4.5,2,0.1,0,1005,-2.412807286,-5.414973348
RIMD 0366048,17,2,4.5,2,0.0125,0,493,-1.948131138,-4.640978057
RIMD 0366048,17,3,4.5,2,0.1,0,345,-2.909338936,-5.447158031
RIMD 0366048,17,1,6.75,1,0.1,0,328,-3.899099504,
RIMD 0366048,17,2,6.75,1,0.0125,0,242,-3.257162691,-5.640978057
RIMD 0366048,17,3,6.75,1,0.1,0,230,-4.085430195,
RIMD 0366048,17,1,9,0,0.1,0,134,-5.28786855,-7.414973348
RIMD 0366048,17,2,9,0,0.1,0,480,-4.862826807,-7.544068044
RIMD 0366048,17,3,9,0,0.1,0,21,-6.124938737,-7.447158031
RIMD 0366048,17,1,11.25,0,0.05,0,4,-6.511883361,-7.113943352
RIMD 0366048,17,2,11.25,0,0.05,0,28,-5.795880017,-7.243038049
RIMD 0366048,17,3,11.25,0,0.05,1,0,,-7.146128036
RIMD 0366049,18,1,0,6,0.1,0,22,0,
RIMD 0366049,18,2,0,6,0.1,0,32,0,
RIMD 0366049,18,3,0,6,0.1,0,33,0,
RIMD 0366049,18,1,2.25,4,0.1,0,213,-1.014043077,
RIMD 0366049,18,2,2.25,4,0.1,0,368,-0.93930216,-3.505149978
RIMD 0366049,18,3,2.25,4,0.1,0,184,-1.253696117,-3.51851394
RIMD 0366049,18,1,4.5,2,0.1,0,348,-2.800843437,-5.342422681
RIMD 0366049,18,2,4.5,2,0.1,0,691,-2.665671931,-5.505149978
RIMD 0366049,18,3,4.5,2,0.1,0,141,-3.369294827,-5.51851394
RIMD 0366049,18,1,6.75,1,0.1,0,51,-4.634852505,
RIMD 0366049,18,2,6.75,1,0.1,0,293,-4.038282358,-6.505149978
RIMD 0366049,18,3,6.75,1,0.1,0,27,-5.087150176,
RIMD 0366049,18,1,9,0,0.1,0,18,-6.087150176,-7.342422681
RIMD 0366049,18,2,9,0,0.1,0,76,-5.624336386,-7.505149978
RIMD 0366049,18,3,9,0,0.1,0,9,-6.56427143,-7.51851394
RIMD 0366049,18,1,11.25,0,0.05,1,0,,-7.041392685
RIMD 0366049,18,2,11.25,0,0.05,0,5,-6.505149978,-7.204119983
RIMD 0366049,18,3,11.25,0,0.05,0,1,-7.217483944,-7.217483944
RIMD 0366050,19,1,0,6,0.1,0,59,0,
RIMD 0366050,19,2,0,6,0.1,0,41,0,
RIMD 0366050,19,3,0,6,0.1,0,51,0,
RIMD 0366050,19,1,2.25,4,0.0125,0,121,-0.784976654,
RIMD 0366050,19,2,2.25,4,0.05,0,589,-0.541638566,-3.311753861
RIMD 0366050,19,3,2.25,4,0.0125,0,308,-0.315929473,-2.804480189
RIMD 0366050,19,1,4.5,2,0.0125,0,391,-2.275585267,-4.867762025
RIMD 0366050,19,2,4.5,2,0.0125,0,326,-2.19647627,-4.70969387
RIMD 0366050,19,3,4.5,2,0.0125,0,567,-2.05089713,-4.804480189
RIMD 0366050,19,1,6.75,0,0.0125,0,926,-3.901151038,
RIMD 0366050,19,2,6.75,0,0.010742188,0,749,-3.769394768,-6.643876585
RIMD 0366050,19,3,6.75,0,0.005273438,0,458,-3.768798501,
RIMD 0366050,19,1,9,0,0.1,0,717,-4.915332856,-7.770852012
RIMD 0366050,19,2,9,0,0.1,0,1042,-4.594916138,-7.612783857
RIMD 0366050,19,3,9,0,0.1,0,708,-4.857536918,-7.707570176
RIMD 0366050,19,1,11.25,0,0.05,0,52,-5.753818672,-7.469822016
RIMD 0366050,19,2,11.25,0,0.05,0,67,-5.485679058,-7.311753861
RIMD 0366050,19,3,11.25,0,0.05,0,64,-5.600360206,-7.40654018
RIMD 0366051,20,1,0,6,0.1,0,31,0,
RIMD 0366051,20,2,0,6,0.1,0,49,0,
RIMD 0366051,20,3,0,6,0.1,0,22,0,
RIMD 0366051,20,1,2.25,4,0.1,0,161,-1.284535818,
RIMD 0366051,20,2,2.25,4,0.1,0,359,-1.135101631,-3.69019608
RIMD 0366051,20,3,2.25,4,0.1,0,195,-1.052388069,-3.342422681
RIMD 0366051,20,1,4.5,3,0.1,0,27,-3.05999793,-4.491361694
RIMD 0366051,20,2,4.5,3,0.1,0,118,-2.618314073,-4.69019608
RIMD 0366051,20,3,4.5,3,0.1,0,14,-3.196294645,-4.342422681
RIMD 0366051,20,1,6.75,1,0.1,0,54,-4.758967934,
RIMD 0366051,20,2,6.75,1,0.1,0,749,-3.815714262,-6.69019608
RIMD 0366051,20,3,6.75,1,0.1,0,47,-4.670324823,
RIMD 0366051,20,1,9,0,0.05,0,387,-4.602620733,-7.190331698
RIMD 0366051,20,2,9,0,0.05,0,387,-4.801455119,-7.389166084
RIMD 0366051,20,3,9,0,0.05,0,62,-5.249000996,-7.041392685
RIMD 0366051,20,1,11.25,0,0.05,0,5,-6.491361694,-7.190331698
RIMD 0366051,20,2,11.25,0,0.05,0,2,-7.088136089,-7.389166084
RIMD 0366051,20,3,11.25,0,0.05,0,4,-6.439332694,-7.041392685
IFTK 60,21,1,0,4,0.00054,0,41,-0.0257054,
IFTK 60,21,1,0,4,0.00054,0,46,0.024268575,
IFTK 60,21,2,0,4,0.00054,0,74,0.080356604,
IFTK 60,21,2,0,4,0.00054,0,49,-0.098679036,
IFTK 60,21,3,0,4,0.00054,0,63,0.003460532,
IFTK 60,21,3,0,4,0.00054,0,62,-0.003488328,
IFTK 60,21,1,2.25,3,0.00054,0,43,-1.005020801,
IFTK 60,21,1,2.25,3,0.00054,0,50,-0.939519253,
IFTK 60,21,2,2.25,3,0.00054,0,53,-1.064599246,
IFTK 60,21,2,2.25,3,0.00054,0,54,-1.056481356,
IFTK 60,21,3,2.25,3,0.00054,0,56,-1.04769199,
IFTK 60,21,3,2.25,3,0.00054,0,63,-0.996539468,
IFTK 60,21,1,4.5,2,0.00264,0,23,-2.965971588,
IFTK 60,21,1,4.5,2,0.00264,0,30,-2.850578169,
IFTK 60,21,2,4.5,2,0.00264,0,79,-2.580458192,
IFTK 60,21,2,4.5,2,0.00264,0,62,-2.685693593,
IFTK 60,21,3,4.5,2,0.00264,0,36,-2.928787684,
IFTK 60,21,3,4.5,2,0.00264,0,40,-2.883030193,
IFTK 60,21,1,6.75,0,0.00264,0,36,-4.771396923,
IFTK 60,21,1,6.75,0,0.00264,0,45,-4.67448691,
IFTK 60,21,2,6.75,0,0.00264,0,131,-4.360813987,
IFTK 60,21,2,6.75,0,0.00264,0,122,-4.391725452,
IFTK 60,21,3,6.75,0,0.00264,0,96,-4.502818951,
IFTK 60,21,3,6.75,0,0.00264,0,98,-4.493864109,
IFTK 60,21,1,9,0,0.05,0,50,-5.906095497,
IFTK 60,21,2,9,0,0.05,0,36,-6.19914886,
IFTK 60,21,3,9,0,0.05,0,33,-6.243942322,
IFTK 60,21,1,11.25,0,0.05,1,0,,-7.605065501
IFTK 60,21,2,11.25,0,0.05,1,0,,-7.75545136
IFTK 60,21,3,11.25,0,0.05,0,1,-7.762456262,
IFTK 87,22,1,0,3,0.05,0,197,-0.021504119,
IFTK 87,22,1,0,3,0.05,0,217,0.020489388,
IFTK 87,22,2,0,3,0.05,0,277,0.020054093,
IFTK 87,22,2,0,3,0.05,0,252,-0.021025136,
IFTK 87,22,3,0,3,0.05,0,169,0.003871893,
IFTK 87,22,3,0,3,0.05,0,166,-0.003906723,
IFTK 87,22,1,2.25,2,0.05,0,43,-1.68250189,
IFTK 87,22,2,2.25,2,0.05,0,69,-1.583576586,
IFTK 87,22,3,2.25,2,0.05,0,14,-2.077886776,
IFTK 87,22,1,4.5,1,0.05,0,2,-4.01494035,
IFTK 87,22,2,4.5,1,0.05,0,1,-4.422425676,
IFTK 87,22,3,4.5,1,0.05,0,1,-4.224014811,
IFTK 87,22,1,6.75,0,0.05,1,0,,-5.315970345
IFTK 87,22,2,6.75,0,0.05,1,0,,-5.422425676
IFTK 87,22,3,6.75,0,0.05,1,0,,-5.224014811
IFTK 87,22,1,9,0,0.05,1,0,,-5.315970345
IFTK 87,22,2,9,0,0.05,1,0,,-5.422425676
IFTK 87,22,3,9,0,0.05,1,0,,-5.224014811
IFTK 87,22,1,11.25,0,0.05,1,0,,-5.315970345
IFTK 87,22,2,11.25,0,0.05,1,0,,-5.422425676
IFTK 87,22,3,11.25,0,0.05,1,0,,-5.224014811
IFTK 146,23,1,0,4,0.00264,0,75,0.058819963,
IFTK 146,23,1,0,4,0.00264,0,56,-0.068053273,
IFTK 146,23,2,0,4,0.00264,0,104,0.070090069,
IFTK 146,23,2,0,4,0.00264,0,73,-0.083620411,
IFTK 146,23,3,0,4,0.00264,0,145,-0.020475586,
IFTK 146,23,3,0,4,0.00264,0,159,0.019553536,
IFTK 146,23,1,2.25,3,0.00264,0,35,-1.272173256,
IFTK 146,23,1,2.25,3,0.00264,0,43,-1.182772844,
IFTK 146,23,2,2.25,3,0.00264,0,84,-1.022663985,
IFTK 146,23,2,2.25,3,0.00264,0,86,-1.012444819,
IFTK 146,23,3,2.25,3,0.00264,0,98,-1.190617512,
IFTK 146,23,3,2.25,3,0.00264,0,93,-1.213360639,
IFTK 146,23,1,4.5,2,0.0125,0,46,-2.828789554,
IFTK 146,23,1,4.5,2,0.0125,0,46,-2.828789554,
IFTK 146,23,2,4.5,2,0.0125,0,130,-2.508306005,
IFTK 146,23,2,4.5,2,0.0125,0,118,-2.55036735,
IFTK 146,23,3,4.5,2,0.0125,0,99,-2.861514479,
IFTK 146,23,3,4.5,2,0.0125,0,100,-2.857149674,
IFTK 146,23,1,6.75,0,0.00264,0,95,-3.838517695,
IFTK 146,23,1,6.75,0,0.00264,0,113,-3.763162857,
IFTK 146,23,2,6.75,0,0.00054,0,133,-3.133881463,
IFTK 146,23,2,6.75,0,0.00054,0,123,-3.167827992,
IFTK 146,23,3,6.75,0,0.00264,0,81,-4.273358569,
IFTK 146,23,3,6.75,0,0.00264,0,89,-4.232453581,
IFTK 146,23,1,9,0,0.0125,0,86,-4.557048935,
IFTK 146,23,1,9,0,0.0125,0,101,-4.487226012,
IFTK 146,23,2,9,0,0.0125,0,137,-4.48552879,
IFTK 146,23,2,9,0,0.0125,0,161,-4.415423481,
IFTK 146,23,3,9,0,0.0125,0,109,-4.819723176,
IFTK 146,23,3,9,0,0.0125,0,129,-4.746559964,
IFTK 146,23,1,11.25,0,0.05,0,13,-5.979664025,
IFTK 146,23,2,11.25,0,0.05,0,15,-6.048218089,
IFTK 146,23,3,11.25,0,0.05,0,22,-6.116786985,
IFTK 189,24,1,0,4,0.00264,0,119,-0.012589127,
IFTK 189,24,1,0,4,0.00264,0,126,0.012234456,
IFTK 189,24,2,0,4,0.00264,0,122,0.001783553,
IFTK 189,24,2,0,4,0.00264,0,121,-0.001790908,
IFTK 189,24,3,0,4,0.00264,0,116,-0.014723257,
IFTK 189,24,3,0,4,0.00264,0,124,0.014240439,
IFTK 189,24,1,2.25,3,0.00054,0,55,-0.658563232,
IFTK 189,24,1,2.25,3,0.00054,0,47,-0.726828064,
IFTK 189,24,2,2.25,3,0.00054,0,49,-0.705170031,
IFTK 189,24,2,2.25,3,0.00054,0,53,-0.671090241,
IFTK 189,24,3,2.25,3,0.00054,0,46,-0.727213247,
IFTK 189,24,3,2.25,3,0.00054,0,33,-0.871457139,
IFTK 189,24,1,4.5,2,0.00054,0,33,-1.880411982,
IFTK 189,24,1,4.5,2,0.00054,0,35,-1.854857877,
IFTK 189,24,2,4.5,2,0.00054,0,41,-1.782582254,
IFTK 189,24,2,4.5,2,0.00054,0,25,-1.997426102,
IFTK 189,24,3,4.5,2,0.00054,0,18,-2.134698574,
IFTK 189,24,3,4.5,2,0.00054,0,27,-1.958607315,
IFTK 189,24,1,6.75,0,0.00054,0,51,-3.691355746,
IFTK 189,24,1,6.75,0,0.00054,0,57,-3.643051066,
IFTK 189,24,2,6.75,0,0.00054,0,74,-3.526134391,
IFTK 189,24,2,6.75,0,0.00054,0,80,-3.492276124,
IFTK 189,24,3,6.75,0,0.00054,0,149,-3.216784811,
IFTK 189,24,3,6.75,0,0.00054,0,175,-3.14693303,
IFTK 189,24,1,9,0,0.0125,0,98,-4.772216099,
IFTK 189,24,1,9,0,0.0125,0,98,-4.772216099,
IFTK 189,24,2,9,0,0.0125,0,118,-4.688000357,
IFTK 189,24,2,9,0,0.0125,0,131,-4.642611068,
IFTK 189,24,3,9,0,0.0125,0,163,-4.542299728,
IFTK 189,24,3,9,0,0.0125,0,127,-4.650683611,
IFTK 189,24,1,11.25,0,0.05,0,27,-5.934138402,
IFTK 189,24,2,11.25,0,0.05,0,49,-5.671746275,
IFTK 189,24,3,11.25,0,0.05,0,14,-6.210419288,
IFTK 207,25,1,0,4,0.00264,0,146,0.002984854,
IFTK 207,25,1,0,4,0.00264,0,144,-0.00300551,
IFTK 207,25,2,0,4,0.00264,0,215,0.011254433,
IFTK 207,25,2,0,4,0.00264,0,204,-0.01155386,
IFTK 207,25,3,0,4,0.00264,0,223,0.027120836,
IFTK 207,25,3,0,4,0.00264,0,196,-0.028927956,
IFTK 207,25,1,2.25,3,0.05,0,3,-3.961612825,
IFTK 207,25,2,2.25,3,0.00264,0,64,-1.515004053,
IFTK 207,25,2,2.25,3,0.00264,0,54,-1.588790267,
IFTK 207,25,3,2.25,3,0.00264,0,43,-1.687715572,
IFTK 207,25,3,2.25,3,0.00264,0,34,-1.78970511,
IFTK 207,25,1,4.5,2,0.05,1,0,,-5.43873408
IFTK 207,25,2,4.5,2,0.05,0,89,-3.649160098,
IFTK 207,25,3,4.5,2,0.00054,0,30,-2.154852606,
IFTK 207,25,1,6.75,0,0.05,1,0,,-7.43873408
IFTK 207,25,2,6.75,0,0.05,0,86,-5.664051654,
IFTK 207,25,3,6.75,0,0.05,0,496,-4.903068428,
IFTK 207,25,1,9,0,0.05,1,0,,-7.43873408
IFTK 207,25,2,9,0,0.05,0,12,-6.519368859,
IFTK 207,25,3,9,0,0.05,0,28,-6.151392073,
IFTK 207,25,1,11.25,0,0.05,1,0,,-7.43873408
IFTK 207,25,2,11.25,0,0.05,1,0,,-7.598550105
IFTK 207,25,3,11.25,0,0.05,1,0,,-7.598550105
IFTK 241,26,1,0,4,0.00264,0,111,-0.024714888,
IFTK 241,26,1,0,4,0.00264,0,124,0.023383819,
IFTK 241,26,2,0,4,0.00264,0,71,-0.026688603,
IFTK 241,26,2,0,4,0.00264,0,80,0.025143035,
IFTK 241,26,3,0,4,0.00264,0,106,-0.004077912,
IFTK 241,26,3,0,4,0.00264,0,108,0.004039978,
IFTK 241,26,1,2.25,3,0.00264,0,175,-0.826999818,
IFTK 241,26,1,2.25,3,0.00264,0,211,-0.745755411,
IFTK 241,26,2,2.25,3,0.00264,0,110,-0.836554266,
IFTK 241,26,2,2.25,3,0.00264,0,114,-0.8210421,
IFTK 241,26,3,2.25,3,0.00264,0,162,-0.819868763,
IFTK 241,26,3,2.25,3,0.00264,0,140,-0.883255742,
IFTK 241,26,1,4.5,2,0.0125,0,124,-2.651922268,
IFTK 241,26,1,4.5,2,0.0125,0,102,-2.736743781,
IFTK 241,26,2,4.5,2,0.0125,0,254,-2.148419321,
IFTK 241,26,2,4.5,2,0.0125,0,241,-2.171235995,
IFTK 241,26,3,4.5,2,0.0125,0,37,-3.13648814,
IFTK 241,26,3,4.5,2,0.0125,0,40,-3.102629872,
IFTK 241,26,1,6.75,0,0.00264,0,78,-4.177943264,
IFTK 241,26,1,6.75,0,0.00264,0,67,-4.243963064,
IFTK 241,26,2,6.75,0,0.00264,0,162,-3.668431937,
IFTK 241,26,2,6.75,0,0.00264,0,145,-3.716578949,
IFTK 241,26,3,6.75,0,0.00264,0,81,-4.120898759,
IFTK 241,26,3,6.75,0,0.00264,0,83,-4.110305685,
IFTK 241,26,1,9,0,0.05,0,58,-5.583975951,
IFTK 241,26,2,9,0,0.05,0,402,-4.551086976,
IFTK 241,26,3,9,0,0.05,0,102,-5.298149683,
IFTK 241,26,1,11.25,0,0.05,0,5,-6.64843394,
IFTK 241,26,2,11.25,0,0.05,0,14,-6.009184993,
IFTK 241,26,3,11.25,0,0.05,0,2,-7.005719859,
IFTK 252,27,1,0,4,0.00264,0,37,0,
IFTK 252,27,1,0,4,0.00264,0,37,0,
IFTK 252,27,2,0,4,0.00264,0,53,0.004116566,
IFTK 252,27,2,0,4,0.00264,0,52,-0.00415596,
IFTK 252,27,3,0,4,0.00264,0,56,-0.037141808,
IFTK 252,27,3,0,4,0.00264,0,66,0.034214101,
IFTK 252,27,1,2.25,3,0.0125,0,36,-1.687205309,
IFTK 252,27,1,2.25,3,0.0125,0,46,-1.580749979,
IFTK 252,27,2,2.25,3,0.0125,0,54,-1.66307163,
IFTK 252,27,2,2.25,3,0.0125,0,39,-1.804400783,
IFTK 252,27,3,2.25,3,0.0125,0,23,-2.098908085,
IFTK 252,27,3,2.25,3,0.0125,0,33,-1.942121981,
IFTK 252,27,1,4.5,2,0.05,0,8,-3.942477815,
IFTK 252,27,2,4.5,2,0.05,0,11,-3.956132696,
IFTK 252,27,3,4.5,2,0.05,0,1,-5.062695912,
IFTK 252,27,1,6.75,0,0.05,0,16,-5.641447819,
IFTK 252,27,2,6.75,0,0.05,0,34,-5.466046464,
IFTK 252,27,3,6.75,0,0.05,0,24,-5.682484671,
IFTK 252,27,1,9,0,0.05,0,9,-5.891325292,
IFTK 252,27,2,9,0,0.05,0,1,-6.997525381,
IFTK 252,27,3,9,0,0.05,0,4,-6.460635921,
IFTK 252,27,1,11.25,0,0.05,1,0,,-6.845567802
IFTK 252,27,2,11.25,0,0.05,1,0,,-6.997525381
IFTK 252,27,3,11.25,0,0.05,1,0,,-7.062695912
IFTK 312,28,1,0,4,0.00264,0,161,-0.002689139,
IFTK 312,28,1,0,4,0.00264,0,163,0.00267259,
IFTK 312,28,2,0,4,0.00264,0,169,-0.012662544,
IFTK 312,28,2,0,4,0.00264,0,179,0.012303783,
IFTK 312,28,3,0,4,0.00264,0,148,-0.027018843,
IFTK 312,28,3,0,4,0.00264,0,167,0.025435913,
IFTK 312,28,1,2.25,3,0.00264,0,110,-1.168122329,
IFTK 312,28,1,2.25,3,0.00264,0,101,-1.205193641,
IFTK 312,28,2,2.25,3,0.00264,0,227,-0.884523391,
IFTK 312,28,2,2.25,3,0.00264,0,220,-0.898126567,
IFTK 312,28,3,2.25,3,0.00264,0,95,-1.219556953,
IFTK 312,28,3,2.25,3,0.00264,0,98,-1.206054482,
IFTK 312,28,1,4.5,2,0.0125,0,75,-3.009759837,
IFTK 312,28,1,4.5,2,0.0125,0,90,-2.930578591,
IFTK 312,28,2,4.5,2,0.00264,0,113,-2.187470805,
IFTK 312,28,2,4.5,2,0.00264,0,118,-2.168667241,
IFTK 312,28,3,4.5,2,0.0125,0,47,-3.200488786,
IFTK 312,28,3,4.5,2,0.0125,0,43,-3.239118189,
IFTK 312,28,1,6.75,0,0.0125,0,33,-5.366307161,
IFTK 312,28,1,6.75,0,0.0125,0,39,-5.293756494,
IFTK 312,28,2,6.75,0,0.00264,0,135,-4.11021548,
IFTK 312,28,2,6.75,0,0.00264,0,106,-4.215243383,
IFTK 312,28,3,6.75,0,0.0125,0,60,-5.094435394,
IFTK 312,28,3,6.75,0,0.0125,0,67,-5.046511842,
IFTK 312,28,1,9,0,0.05,0,5,-6.787911088,
IFTK 312,28,2,9,0,0.05,0,220,-5.175492645,
IFTK 312,28,3,9,0,0.05,0,10,-6.474646636,
IFTK 312,28,1,11.25,0,0.05,1,0,,-7.486881092
IFTK 312,28,2,11.25,0,0.05,0,1,-7.517915326,
IFTK 312,28,3,11.25,0,0.05,1,0,,-7.474646636
IFTK 323,29,1,0,4,0.00264,0,80,-0.048733048,
IFTK 323,29,1,0,4,0.00264,0,99,0.043812159,
IFTK 323,29,2,0,4,0.00264,0,113,0.003860421,
IFTK 323,29,2,0,4,0.00264,0,111,-0.003895044,
IFTK 323,29,3,0,4,0.00264,0,93,-0.044354276,
IFTK 323,29,3,0,4,0.00264,0,113,0.040241219,
IFTK 323,29,1,2.25,3,0.00264,0,33,-1.433309095,
IFTK 323,29,1,2.25,3,0.00264,0,29,-1.489425037,
IFTK 323,29,2,2.25,3,0.00264,0,77,-1.162727297,
IFTK 323,29,2,2.25,3,0.00264,0,70,-1.204119983,
IFTK 323,29,3,2.25,3,0.00264,0,42,-1.389587934,
IFTK 323,29,3,2.25,3,0.00264,0,29,-1.550439227,
IFTK 323,29,1,4.5,2,0.05,0,7,-4.384091073,
IFTK 323,29,2,4.5,2,0.05,0,5,-4.627614096,
IFTK 323,29,3,4.5,2,0.05,0,1,-5.290203302,
IFTK 323,29,1,6.75,0,0.05,0,6,-6.451037862,
IFTK 323,29,2,6.75,0,0.05,0,18,-6.071311595,
IFTK 323,29,3,6.75,0,0.05,0,3,-6.813082047,
IFTK 323,29,1,9,0,0.05,1,0,,-7.229189113
IFTK 323,29,2,9,0,0.05,0,1,-7.3265841,-7.3265841
IFTK 323,29,3,9,0,0.05,1,0,,-7.290203302
IFTK 323,29,1,11.25,0,0.05,1,0,,-7.229189113
IFTK 323,29,2,11.25,0,0.05,1,0,,-7.3265841
IFTK 323,29,3,11.25,0,0.05,1,0,,-7.290203302
IFTK 345,30,1,0,4,0.00264,0,116,0.021095711,
IFTK 345,30,1,0,4,0.00264,0,105,-0.022172979,
IFTK 345,30,2,0,4,0.00264,0,132,-0.006530867,
IFTK 345,30,2,0,4,0.00264,0,136,0.00643411,
IFTK 345,30,3,0,4,0.00264,0,88,-0.012165907,
IFTK 345,30,3,0,4,0.00264,0,93,0.011834369,
IFTK 345,30,1,2.25,3,0.05,0,21,-2.998509061,
IFTK 345,30,2,2.25,3,0.05,0,202,-2.099119506,
IFTK 345,30,3,2.25,3,0.05,0,24,-2.853803415,
IFTK 345,30,1,4.5,2,0.05,1,0,,-5.320728355
IFTK 345,30,2,4.5,2,0.05,1,0,,-5.404470876
IFTK 345,30,3,4.5,2,0.05,1,0,,-5.234014657
IFTK 345,30,1,6.75,0,0.05,0,3,-6.843607101,
IFTK 345,30,2,6.75,0,0.05,0,6,-6.626319625,
IFTK 345,30,3,6.75,0,0.05,0,4,-6.631954665,
IFTK 345,30,1,9,0,0.05,0,1,-7.320728355,
IFTK 345,30,2,9,0,0.05,1,0,,-7.404470876
IFTK 345,30,3,9,0,0.05,0,1,-7.234014657,
IFTK 345,30,1,11.25,0,0.05,1,0,,-7.320728355
IFTK 345,30,2,11.25,0,0.05,1,0,,-7.404470876
IFTK 345,30,3,11.25,0,0.05,1,0,,-7.234014657
IFTK 363,31,1,0,4,0.00264,0,102,-0.020783606,
IFTK 363,31,1,0,4,0.00264,0,112,0.019834245,
IFTK 363,31,2,0,4,0.00264,0,160,-0.015988105,
IFTK 363,31,2,0,4,0.00264,0,172,0.015420359,
IFTK 363,31,3,0,4,0.00264,0,129,0.013679697,
IFTK 363,31,3,0,4,0.00264,0,121,-0.014124643,
IFTK 363,31,1,2.25,3,0.00264,0,143,-0.87404774,
IFTK 363,31,1,2.25,3,0.00264,0,141,-0.880164665,
IFTK 363,31,2,2.25,3,0.00264,0,220,-0.877685407,
IFTK 363,31,2,2.25,3,0.00264,0,202,-0.914756719,
IFTK 363,31,3,2.25,3,0.00264,0,180,-0.841637508,
IFTK 363,31,3,2.25,3,0.00264,0,181,-0.839231438,
IFTK 363,31,1,4.5,2,0.00264,0,71,-2.178125429,
IFTK 363,31,1,4.5,2,0.00264,0,61,-2.244053943,
IFTK 363,31,2,4.5,2,0.00264,0,45,-2.566895574,
IFTK 363,31,2,4.5,2,0.00264,0,59,-2.449256076,
IFTK 363,31,3,4.5,2,0.00264,0,32,-2.591760035,
IFTK 363,31,3,4.5,2,0.00264,0,38,-2.517126416,
IFTK 363,31,1,6.75,0,0.00054,0,40,-3.738113619,
IFTK 363,31,1,6.75,0,0.00054,0,30,-3.863052356,
IFTK 363,31,2,6.75,0,0.00054,0,63,-3.731557372,
IFTK 363,31,2,6.75,0,0.00054,0,78,-3.638803318,
IFTK 363,31,3,6.75,0,0.00054,0,78,-3.515605243,
IFTK 363,31,3,6.75,0,0.00054,0,92,-3.443912019,
IFTK 363,31,1,9,0,0.00264,0,30,-4.552262523,
IFTK 363,31,1,9,0,0.00264,0,29,-4.56698578,
IFTK 363,31,2,9,0,0.0125,0,88,-4.950931502,
IFTK 363,31,2,9,0,0.0125,0,102,-4.886814002,
IFTK 363,31,3,9,0,0.00264,0,44,-4.453457337,
IFTK 363,31,3,9,0,0.00264,0,43,-4.463441557,
IFTK 363,31,1,11.25,0,0.05,0,60,-5.528598605,
IFTK 363,31,2,11.25,0,0.05,0,13,-6.383530813,
IFTK 363,31,3,11.25,0,0.05,0,16,-6.170156108,